Sequence	length	Acc	Organism
CM068472.1:458974627-458974722_1	32	CM068472.1	Armigeres_subalbatus
CM068473.1:327202890-327202985_1	32	CM068473.1	Armigeres_subalbatus
JAMXBT020000092.1:460306-460401_1	31	JAMXBT020000092.1	Armigeres_subalbatus
OZ076407.1:35727113-35730139_1	270	OZ076407.1	Culex_laticinctus
OZ076407.1:35727113-35730139_2	593	OZ076407.1	Culex_laticinctus
OZ076407.1:35727113-35730139_3	63	OZ076407.1	Culex_laticinctus
OZ076405.1:35251960-35254800_1	947	OZ076405.1	Culex_laticinctus
OZ076405.1:150755604-150758423_1	940	OZ076405.1	Culex_laticinctus
OZ076405.1:155592183-155595002_1	940	OZ076405.1	Culex_laticinctus
OZ076405.1:228666077-228668896_1	471	OZ076405.1	Culex_laticinctus
OZ076405.1:228666077-228668896_2	410	OZ076405.1	Culex_laticinctus
OZ076405.1:272306320-272309139_1	940	OZ076405.1	Culex_laticinctus
OZ076405.1:6486851-6489670_1	520	OZ076405.1	Culex_laticinctus
OZ076405.1:6486851-6489670_2	383	OZ076405.1	Culex_laticinctus
OZ076406.1:129743878-129746697_1	410	OZ076406.1	Culex_laticinctus
OZ076406.1:129743878-129746697_2	471	OZ076406.1	Culex_laticinctus
OZ076406.1:133106487-133109306_1	940	OZ076406.1	Culex_laticinctus
OZ076406.1:198495951-198498770_1	940	OZ076406.1	Culex_laticinctus
OZ076406.1:285204952-285207771_1	940	OZ076406.1	Culex_laticinctus
OZ076406.1:70445981-70448800_1	940	OZ076406.1	Culex_laticinctus
OZ076406.1:74806742-74809561_1	940	OZ076406.1	Culex_laticinctus
OZ076407.1:102292919-102295738_1	940	OZ076407.1	Culex_laticinctus
OZ076407.1:111059674-111062493_1	940	OZ076407.1	Culex_laticinctus
OZ076407.1:138698817-138701636_1	940	OZ076407.1	Culex_laticinctus
OZ076407.1:185551903-185554722_1	940	OZ076407.1	Culex_laticinctus
OZ076407.1:93567207-93570026_1	940	OZ076407.1	Culex_laticinctus
OZ076407.1:196310650-196313468_1	705	OZ076407.1	Culex_laticinctus
OZ076407.1:196310650-196313468_2	196	OZ076407.1	Culex_laticinctus
CAXLNB010000108.1:57184-59997_1	938	CAXLNB010000108.1	Culex_laticinctus
OZ076405.1:152647829-152650642_1	938	OZ076405.1	Culex_laticinctus
OZ076405.1:81409467-81412280_1	938	OZ076405.1	Culex_laticinctus
OZ076406.1:130602143-130604956_1	938	OZ076406.1	Culex_laticinctus
OZ076405.1:181938853-181941636_1	928	OZ076405.1	Culex_laticinctus
OZ076405.1:192324974-192327757_1	928	OZ076405.1	Culex_laticinctus
OZ076405.1:35214925-35217708_1	928	OZ076405.1	Culex_laticinctus
OZ076405.1:35241275-35244058_1	928	OZ076405.1	Culex_laticinctus
OZ076406.1:141288292-141291075_1	928	OZ076406.1	Culex_laticinctus
OZ076407.1:14098086-14100869_1	928	OZ076407.1	Culex_laticinctus
OZ076407.1:14374271-14377054_1	928	OZ076407.1	Culex_laticinctus
OZ076407.1:54163253-54166036_1	928	OZ076407.1	Culex_laticinctus
OZ076406.1:287383098-287385852_1	129	OZ076406.1	Culex_laticinctus
OZ076406.1:287383098-287385852_2	810	OZ076406.1	Culex_laticinctus
OZ076407.1:41391704-41394457_1	918	OZ076407.1	Culex_laticinctus
OZ076405.1:285371922-285374669_1	916	OZ076405.1	Culex_laticinctus
OZ076407.1:96072898-96075618_1	907	OZ076407.1	Culex_laticinctus
OZ076406.1:135048980-135051688_1	572	OZ076406.1	Culex_laticinctus
OZ076406.1:135048980-135051688_2	282	OZ076406.1	Culex_laticinctus
OZ076406.1:138811093-138813740_1	89	OZ076406.1	Culex_laticinctus
OZ076406.1:138811093-138813740_2	755	OZ076406.1	Culex_laticinctus
OZ076405.1:35226743-35229383_1	97	OZ076405.1	Culex_laticinctus
OZ076405.1:35226743-35229383_2	780	OZ076405.1	Culex_laticinctus
OZ076406.1:115289841-115292481_1	645	OZ076406.1	Culex_laticinctus
OZ076406.1:115289841-115292481_2	168	OZ076406.1	Culex_laticinctus
OZ076406.1:129725004-129727644_1	254	OZ076406.1	Culex_laticinctus
OZ076406.1:129725004-129727644_2	616	OZ076406.1	Culex_laticinctus
OZ076407.1:54957427-54960067_1	254	OZ076407.1	Culex_laticinctus
OZ076407.1:54957427-54960067_2	645	OZ076407.1	Culex_laticinctus
OZ076405.1:115688642-115691281_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:117595838-117598477_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:157605189-157607828_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:175323288-175325927_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:181385687-181388326_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:204645519-204648158_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:255144664-255147303_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:257059333-257061972_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:257442761-257445400_1	880	OZ076405.1	Culex_laticinctus
OZ076405.1:293720509-293723148_1	880	OZ076405.1	Culex_laticinctus
OZ076406.1:135170492-135173131_1	880	OZ076406.1	Culex_laticinctus
OZ076406.1:146386026-146388665_1	880	OZ076406.1	Culex_laticinctus
OZ076406.1:179691413-179694052_1	880	OZ076406.1	Culex_laticinctus
OZ076406.1:181753994-181756633_1	880	OZ076406.1	Culex_laticinctus
OZ076406.1:244739413-244742052_1	880	OZ076406.1	Culex_laticinctus
OZ076406.1:52754281-52756920_1	880	OZ076406.1	Culex_laticinctus
OZ076406.1:81308077-81310716_1	880	OZ076406.1	Culex_laticinctus
OZ076407.1:187582611-187585250_1	880	OZ076407.1	Culex_laticinctus
OZ076407.1:200092785-200095424_1	880	OZ076407.1	Culex_laticinctus
OZ076407.1:28990973-28993612_1	880	OZ076407.1	Culex_laticinctus
OZ076407.1:43286521-43289160_1	880	OZ076407.1	Culex_laticinctus
OZ076407.1:77009409-77012048_1	880	OZ076407.1	Culex_laticinctus
OZ076407.1:91234832-91237471_1	190	OZ076407.1	Culex_laticinctus
OZ076407.1:91234832-91237471_2	658	OZ076407.1	Culex_laticinctus
OZ076407.1:91622939-91625578_1	880	OZ076407.1	Culex_laticinctus
OZ076405.1:322381585-322384218_1	878	OZ076405.1	Culex_laticinctus
OZ076405.1:108560171-108562799_1	717	OZ076405.1	Culex_laticinctus
OZ076405.1:108560171-108562799_2	134	OZ076405.1	Culex_laticinctus
OZ076405.1:165155171-165157799_1	504	OZ076405.1	Culex_laticinctus
OZ076405.1:165155171-165157799_2	385	OZ076405.1	Culex_laticinctus
OZ076405.1:158574710-158577337_1	876	OZ076405.1	Culex_laticinctus
OZ076405.1:167688301-167690928_1	876	OZ076405.1	Culex_laticinctus
OZ076405.1:35261208-35263835_1	876	OZ076405.1	Culex_laticinctus
OZ076406.1:204139571-204142198_1	876	OZ076406.1	Culex_laticinctus
OZ076406.1:204143921-204146548_1	876	OZ076406.1	Culex_laticinctus
OZ076406.1:44128686-44131313_1	876	OZ076406.1	Culex_laticinctus
OZ076407.1:185544297-185546924_1	876	OZ076407.1	Culex_laticinctus
OZ076407.1:38313574-38316201_1	876	OZ076407.1	Culex_laticinctus
OZ076407.1:54152051-54154678_1	876	OZ076407.1	Culex_laticinctus
OZ076405.1:212709992-212712601_1	841	OZ076405.1	Culex_laticinctus
OZ076406.1:252565097-252567706_1	278	OZ076406.1	Culex_laticinctus
OZ076406.1:252565097-252567706_2	477	OZ076406.1	Culex_laticinctus
OZ076405.1:171965355-171967940_1	862	OZ076405.1	Culex_laticinctus
OZ076406.1:116725925-116728510_1	862	OZ076406.1	Culex_laticinctus
OZ076406.1:262100331-262102916_1	862	OZ076406.1	Culex_laticinctus
OZ076407.1:103218268-103220853_1	862	OZ076407.1	Culex_laticinctus
OZ076407.1:170889735-170892320_1	862	OZ076407.1	Culex_laticinctus
OZ076407.1:87395144-87397729_1	862	OZ076407.1	Culex_laticinctus
OZ076406.1:281557889-281560465_1	859	OZ076406.1	Culex_laticinctus
OZ076407.1:199211458-199213971_1	838	OZ076407.1	Culex_laticinctus
OZ076406.1:136995227-136997725_1	833	OZ076406.1	Culex_laticinctus
OZ076407.1:54177241-54179739_1	725	OZ076407.1	Culex_laticinctus
OZ076407.1:54177241-54179739_2	66	OZ076407.1	Culex_laticinctus
OZ076406.1:102977633-102980084_1	717	OZ076406.1	Culex_laticinctus
OZ076406.1:102977633-102980084_2	75	OZ076406.1	Culex_laticinctus
OZ076407.1:101986908-101989343_1	705	OZ076407.1	Culex_laticinctus
OZ076405.1:53742533-53744941_1	803	OZ076405.1	Culex_laticinctus
OZ076405.1:209324950-209327322_1	791	OZ076405.1	Culex_laticinctus
OZ076405.1:191799202-191801532_1	777	OZ076405.1	Culex_laticinctus
OZ076407.1:81484350-81486680_1	777	OZ076407.1	Culex_laticinctus
CAXLNB010000159.1:8276-10582_1	515	CAXLNB010000159.1	Culex_laticinctus
CAXLNB010000159.1:8276-10582_2	247	CAXLNB010000159.1	Culex_laticinctus
CAXLNB010000225.1:479-2752_1	83	CAXLNB010000225.1	Culex_laticinctus
CAXLNB010000225.1:479-2752_2	632	CAXLNB010000225.1	Culex_laticinctus
OZ076405.1:126887134-126889380_1	749	OZ076405.1	Culex_laticinctus
OZ076405.1:134625719-134627965_1	749	OZ076405.1	Culex_laticinctus
OZ076405.1:232953376-232955622_1	749	OZ076405.1	Culex_laticinctus
OZ076407.1:110775361-110777593_1	230	OZ076407.1	Culex_laticinctus
OZ076407.1:110775361-110777593_2	487	OZ076407.1	Culex_laticinctus
OZ076405.1:210524447-210526624_1	726	OZ076405.1	Culex_laticinctus
OZ076406.1:45591229-45593385_1	719	OZ076406.1	Culex_laticinctus
OZ076407.1:94391694-94393829_1	712	OZ076407.1	Culex_laticinctus
OZ076407.1:34923114-34925237_1	708	OZ076407.1	Culex_laticinctus
OZ076406.1:143205022-143207124_1	701	OZ076406.1	Culex_laticinctus
OZ076405.1:167202430-167204478_1	683	OZ076405.1	Culex_laticinctus
OZ076405.1:68316368-68318350_1	661	OZ076405.1	Culex_laticinctus
OZ076407.1:97775953-97777902_1	650	OZ076407.1	Culex_laticinctus
OZ076407.1:125544268-125546148_1	627	OZ076407.1	Culex_laticinctus
OZ076406.1:65163452-65165296_1	615	OZ076406.1	Culex_laticinctus
OZ076406.1:184548690-184550507_1	606	OZ076406.1	Culex_laticinctus
CAXLNB010000276.1:10728-12521_1	598	CAXLNB010000276.1	Culex_laticinctus
OZ076405.1:126908462-126910183_1	574	OZ076405.1	Culex_laticinctus
OZ076406.1:132531855-132533555_1	567	OZ076406.1	Culex_laticinctus
OZ076406.1:132072131-132073822_1	564	OZ076406.1	Culex_laticinctus
OZ076406.1:234211763-234213454_1	564	OZ076406.1	Culex_laticinctus
OZ076407.1:119788778-119790469_1	564	OZ076407.1	Culex_laticinctus
OZ076407.1:95281478-95283169_1	564	OZ076407.1	Culex_laticinctus
OZ076405.1:31981979-31983669_1	267	OZ076405.1	Culex_laticinctus
OZ076405.1:31981979-31983669_2	298	OZ076405.1	Culex_laticinctus
OZ076405.1:155115344-155117020_1	559	OZ076405.1	Culex_laticinctus
OZ076407.1:113162120-113163796_1	559	OZ076407.1	Culex_laticinctus
OZ076405.1:35209735-35211363_1	543	OZ076405.1	Culex_laticinctus
OZ076405.1:217798648-217800273_1	542	OZ076405.1	Culex_laticinctus
OZ076406.1:126559267-126560892_1	542	OZ076406.1	Culex_laticinctus
OZ076407.1:141808294-141809919_1	486	OZ076407.1	Culex_laticinctus
OZ076405.1:181180381-181181988_1	417	OZ076405.1	Culex_laticinctus
OZ076407.1:54173985-54175589_1	535	OZ076407.1	Culex_laticinctus
OZ076406.1:134679163-134680758_1	475	OZ076406.1	Culex_laticinctus
OZ076406.1:143457712-143459307_1	532	OZ076406.1	Culex_laticinctus
OZ076405.1:28675221-28676810_1	530	OZ076405.1	Culex_laticinctus
OZ076407.1:98318064-98319650_1	438	OZ076407.1	Culex_laticinctus
OZ076407.1:98318064-98319650_2	56	OZ076407.1	Culex_laticinctus
OZ076405.1:179264857-179266442_1	57	OZ076405.1	Culex_laticinctus
OZ076405.1:179264857-179266442_2	329	OZ076405.1	Culex_laticinctus
OZ076405.1:179264857-179266442_3	138	OZ076405.1	Culex_laticinctus
OZ076406.1:210484459-210486042_1	528	OZ076406.1	Culex_laticinctus
OZ076407.1:95113260-95114843_1	528	OZ076407.1	Culex_laticinctus
OZ076406.1:138186984-138188555_1	524	OZ076406.1	Culex_laticinctus
OZ076406.1:126168429-126169985_1	519	OZ076406.1	Culex_laticinctus
OZ076406.1:262400086-262401642_1	519	OZ076406.1	Culex_laticinctus
OZ076405.1:170504392-170505921_1	510	OZ076405.1	Culex_laticinctus
OZ076407.1:108829922-108831424_1	501	OZ076407.1	Culex_laticinctus
OZ076406.1:153599605-153601098_1	498	OZ076406.1	Culex_laticinctus
OZ076407.1:118165728-118167221_1	498	OZ076407.1	Culex_laticinctus
OZ076405.1:224120833-224122323_1	497	OZ076405.1	Culex_laticinctus
OZ076406.1:129480911-129482401_1	497	OZ076406.1	Culex_laticinctus
OZ076406.1:49845485-49846972_1	461	OZ076406.1	Culex_laticinctus
OZ076406.1:145861508-145862992_1	495	OZ076406.1	Culex_laticinctus
OZ076405.1:171865656-171867134_1	112	OZ076405.1	Culex_laticinctus
OZ076405.1:171865656-171867134_2	364	OZ076405.1	Culex_laticinctus
OZ076407.1:185513279-185514755_1	256	OZ076407.1	Culex_laticinctus
OZ076407.1:185513279-185514755_2	242	OZ076407.1	Culex_laticinctus
OZ076405.1:258252809-258254284_1	492	OZ076405.1	Culex_laticinctus
OZ076407.1:108575234-108576709_1	492	OZ076407.1	Culex_laticinctus
OZ076407.1:131765673-131767148_1	492	OZ076407.1	Culex_laticinctus
OZ076407.1:103210431-103211903_1	491	OZ076407.1	Culex_laticinctus
OZ076407.1:124721539-124723011_1	491	OZ076407.1	Culex_laticinctus
OZ076405.1:126900824-126902293_1	490	OZ076405.1	Culex_laticinctus
OZ076406.1:105708951-105710417_1	489	OZ076406.1	Culex_laticinctus
OZ076406.1:144184556-144186022_1	489	OZ076406.1	Culex_laticinctus
OZ076407.1:108800241-108801707_1	407	OZ076407.1	Culex_laticinctus
OZ076406.1:202922037-202923491_1	485	OZ076406.1	Culex_laticinctus
OZ076407.1:82806304-82807758_1	91	OZ076407.1	Culex_laticinctus
OZ076407.1:82806304-82807758_2	279	OZ076407.1	Culex_laticinctus
OZ076406.1:123247199-123248650_1	409	OZ076406.1	Culex_laticinctus
OZ076406.1:133725285-133726736_1	484	OZ076406.1	Culex_laticinctus
OZ076406.1:142991870-142993321_1	484	OZ076406.1	Culex_laticinctus
OZ076407.1:103780997-103782448_1	484	OZ076407.1	Culex_laticinctus
OZ076407.1:146264540-146265991_1	484	OZ076407.1	Culex_laticinctus
OZ076407.1:98192360-98193811_1	484	OZ076407.1	Culex_laticinctus
CAXLNB010000283.1:3862-5310_1	475	CAXLNB010000283.1	Culex_laticinctus
OZ076406.1:15516578-15518023_1	482	OZ076406.1	Culex_laticinctus
OZ076406.1:202973658-202975100_1	481	OZ076406.1	Culex_laticinctus
OZ076406.1:114001422-114002861_1	480	OZ076406.1	Culex_laticinctus
OZ076406.1:136001885-136003322_1	311	OZ076406.1	Culex_laticinctus
OZ076406.1:136001885-136003322_2	150	OZ076406.1	Culex_laticinctus
CAXLNB010000159.1:1994-3430_1	479	CAXLNB010000159.1	Culex_laticinctus
OZ076405.1:126896215-126897651_1	479	OZ076405.1	Culex_laticinctus
OZ076405.1:169771676-169773112_1	471	OZ076405.1	Culex_laticinctus
OZ076405.1:211630360-211631796_1	479	OZ076405.1	Culex_laticinctus
OZ076405.1:51205395-51206831_1	471	OZ076405.1	Culex_laticinctus
OZ076407.1:105522450-105523886_1	479	OZ076407.1	Culex_laticinctus
OZ076407.1:108483667-108485103_1	479	OZ076407.1	Culex_laticinctus
OZ076407.1:134105048-134106484_1	479	OZ076407.1	Culex_laticinctus
OZ076407.1:25027242-25028678_1	479	OZ076407.1	Culex_laticinctus
OZ076405.1:101054001-101055428_1	476	OZ076405.1	Culex_laticinctus
OZ076405.1:220273737-220275164_1	476	OZ076405.1	Culex_laticinctus
OZ076405.1:40969331-40970758_1	476	OZ076405.1	Culex_laticinctus
OZ076406.1:131141115-131142542_1	476	OZ076406.1	Culex_laticinctus
OZ076406.1:137514316-137515743_1	476	OZ076406.1	Culex_laticinctus
OZ076406.1:141419574-141421001_1	476	OZ076406.1	Culex_laticinctus
OZ076406.1:17667562-17668989_1	476	OZ076406.1	Culex_laticinctus
OZ076407.1:128280091-128281518_1	476	OZ076407.1	Culex_laticinctus
OZ076407.1:141294248-141295675_1	476	OZ076407.1	Culex_laticinctus
OZ076407.1:86005883-86007310_1	476	OZ076407.1	Culex_laticinctus
OZ076407.1:95183939-95185366_1	476	OZ076407.1	Culex_laticinctus
OZ076407.1:97358873-97360300_1	476	OZ076407.1	Culex_laticinctus
OZ076406.1:47890473-47891897_1	475	OZ076406.1	Culex_laticinctus
OZ076405.1:180651252-180652673_1	474	OZ076405.1	Culex_laticinctus
OZ076405.1:182877587-182879008_1	474	OZ076405.1	Culex_laticinctus
OZ076405.1:183246509-183247930_1	428	OZ076405.1	Culex_laticinctus
OZ076406.1:115411592-115413013_1	474	OZ076406.1	Culex_laticinctus
OZ076407.1:101243925-101245346_1	48	OZ076407.1	Culex_laticinctus
OZ076407.1:101243925-101245346_2	62	OZ076407.1	Culex_laticinctus
OZ076407.1:101243925-101245346_3	291	OZ076407.1	Culex_laticinctus
OZ076405.1:182801245-182802663_1	82	OZ076405.1	Culex_laticinctus
OZ076405.1:182801245-182802663_2	384	OZ076405.1	Culex_laticinctus
OZ076406.1:140957421-140958838_1	62	OZ076406.1	Culex_laticinctus
OZ076406.1:140957421-140958838_2	229	OZ076406.1	Culex_laticinctus
OZ076406.1:140957421-140958838_3	171	OZ076406.1	Culex_laticinctus
OZ076406.1:158551588-158553004_1	197	OZ076406.1	Culex_laticinctus
OZ076406.1:158551588-158553004_2	281	OZ076406.1	Culex_laticinctus
OZ076405.1:106802972-106804387_1	472	OZ076405.1	Culex_laticinctus
OZ076406.1:14880289-14881704_1	472	OZ076406.1	Culex_laticinctus
OZ076407.1:154900671-154902086_1	472	OZ076407.1	Culex_laticinctus
OZ076405.1:324179499-324180908_1	470	OZ076405.1	Culex_laticinctus
OZ076407.1:185519939-185521348_1	470	OZ076407.1	Culex_laticinctus
OZ076407.1:95934075-95935484_1	470	OZ076407.1	Culex_laticinctus
OZ076405.1:173560848-173562254_1	73	OZ076405.1	Culex_laticinctus
OZ076405.1:173560848-173562254_2	144	OZ076405.1	Culex_laticinctus
OZ076405.1:173560848-173562254_3	249	OZ076405.1	Culex_laticinctus
OZ076405.1:178790794-178792200_1	469	OZ076405.1	Culex_laticinctus
OZ076405.1:182968990-182970396_1	469	OZ076405.1	Culex_laticinctus
OZ076405.1:183215674-183217080_1	469	OZ076405.1	Culex_laticinctus
OZ076405.1:262221104-262222510_1	469	OZ076405.1	Culex_laticinctus
OZ076406.1:122011644-122013050_1	143	OZ076406.1	Culex_laticinctus
OZ076406.1:122011644-122013050_2	296	OZ076406.1	Culex_laticinctus
OZ076406.1:147630717-147632123_1	469	OZ076406.1	Culex_laticinctus
OZ076406.1:205331524-205332930_1	469	OZ076406.1	Culex_laticinctus
OZ076406.1:236235007-236236413_1	469	OZ076406.1	Culex_laticinctus
OZ076406.1:80609709-80611115_1	469	OZ076406.1	Culex_laticinctus
OZ076407.1:109053639-109055045_1	469	OZ076407.1	Culex_laticinctus
OZ076407.1:96339535-96340941_1	469	OZ076407.1	Culex_laticinctus
OZ076406.1:135599000-135600403_1	460	OZ076406.1	Culex_laticinctus
CAXLNB010000064.1:18057-19457_1	467	CAXLNB010000064.1	Culex_laticinctus
OZ076405.1:152344693-152346093_1	397	OZ076405.1	Culex_laticinctus
OZ076405.1:152344693-152346093_2	47	OZ076405.1	Culex_laticinctus
OZ076406.1:175969179-175970579_1	467	OZ076406.1	Culex_laticinctus
OZ076406.1:176236253-176237653_1	467	OZ076406.1	Culex_laticinctus
OZ076406.1:279831050-279832450_1	467	OZ076406.1	Culex_laticinctus
OZ076406.1:282385058-282386458_1	467	OZ076406.1	Culex_laticinctus
OZ076407.1:76535859-76537259_1	467	OZ076407.1	Culex_laticinctus
OZ076405.1:180127299-180128693_1	465	OZ076405.1	Culex_laticinctus
OZ076407.1:100975930-100977324_1	465	OZ076407.1	Culex_laticinctus
OZ076407.1:3698077-3699471_1	465	OZ076407.1	Culex_laticinctus
OZ076405.1:177670838-177672229_1	277	OZ076405.1	Culex_laticinctus
OZ076405.1:177670838-177672229_2	179	OZ076405.1	Culex_laticinctus
OZ076406.1:128208056-128209447_1	464	OZ076406.1	Culex_laticinctus
OZ076405.1:317089118-317090504_1	206	OZ076405.1	Culex_laticinctus
OZ076405.1:317089118-317090504_2	107	OZ076405.1	Culex_laticinctus
OZ076405.1:317089118-317090504_3	132	OZ076405.1	Culex_laticinctus
OZ076407.1:111850062-111851447_1	462	OZ076407.1	Culex_laticinctus
OZ076405.1:179711508-179712890_1	461	OZ076405.1	Culex_laticinctus
OZ076405.1:89001791-89003173_1	461	OZ076405.1	Culex_laticinctus
OZ076405.1:129542425-129543804_1	460	OZ076405.1	Culex_laticinctus
OZ076406.1:193434858-193436237_1	460	OZ076406.1	Culex_laticinctus
OZ076406.1:97879390-97880769_1	460	OZ076406.1	Culex_laticinctus
OZ076407.1:155231928-155233307_1	460	OZ076407.1	Culex_laticinctus
OZ076407.1:89721063-89722442_1	460	OZ076407.1	Culex_laticinctus
OZ076405.1:184434781-184436157_1	459	OZ076405.1	Culex_laticinctus
OZ076405.1:50459055-50460431_1	459	OZ076405.1	Culex_laticinctus
OZ076406.1:70719595-70720971_1	459	OZ076406.1	Culex_laticinctus
OZ076405.1:176275199-176276572_1	95	OZ076405.1	Culex_laticinctus
OZ076405.1:176275199-176276572_2	360	OZ076405.1	Culex_laticinctus
OZ076405.1:286097934-286099307_1	458	OZ076405.1	Culex_laticinctus
OZ076405.1:45233245-45234618_1	458	OZ076405.1	Culex_laticinctus
OZ076405.1:93532320-93533693_1	458	OZ076405.1	Culex_laticinctus
OZ076406.1:133313747-133315120_1	458	OZ076406.1	Culex_laticinctus
OZ076406.1:72160261-72161634_1	458	OZ076406.1	Culex_laticinctus
OZ076407.1:102177363-102178736_1	227	OZ076407.1	Culex_laticinctus
OZ076407.1:102177363-102178736_2	225	OZ076407.1	Culex_laticinctus
OZ076406.1:134573096-134574460_1	455	OZ076406.1	Culex_laticinctus
OZ076406.1:143436101-143437462_1	274	OZ076406.1	Culex_laticinctus
OZ076406.1:143436101-143437462_2	157	OZ076406.1	Culex_laticinctus
OZ076406.1:205925761-205927122_1	454	OZ076406.1	Culex_laticinctus
OZ076406.1:249993368-249994729_1	454	OZ076406.1	Culex_laticinctus
OZ076406.1:138730509-138731867_1	214	OZ076406.1	Culex_laticinctus
OZ076406.1:138730509-138731867_2	193	OZ076406.1	Culex_laticinctus
OZ076407.1:104417866-104419224_1	453	OZ076407.1	Culex_laticinctus
OZ076407.1:107806619-107807977_1	453	OZ076407.1	Culex_laticinctus
OZ076407.1:63337249-63338607_1	453	OZ076407.1	Culex_laticinctus
OZ076405.1:210474714-210476066_1	451	OZ076405.1	Culex_laticinctus
OZ076405.1:81218299-81219651_1	451	OZ076405.1	Culex_laticinctus
OZ076406.1:283407611-283408963_1	451	OZ076406.1	Culex_laticinctus
OZ076407.1:113369067-113370419_1	451	OZ076407.1	Culex_laticinctus
OZ076405.1:230011452-230012801_1	450	OZ076405.1	Culex_laticinctus
OZ076405.1:248871967-248873316_1	450	OZ076405.1	Culex_laticinctus
