Sequence,length,Acc,Organism
OZ076405.1:174859859-174860083|Metaviridae|Metavirus|Cladosporium_1,65,OZ076405.1,Culex_laticinctus
OZ076405.1:174859859-174860083|Metaviridae|Metavirus|Cladosporium_2,24,OZ076405.1,Culex_laticinctus
OZ076405.1:175367920-175370001|Metaviridae|Metavirus|Cladosporium_1,545,OZ076405.1,Culex_laticinctus
OZ076405.1:175367920-175370001|Metaviridae|Metavirus|Cladosporium_2,129,OZ076405.1,Culex_laticinctus
OZ076405.1:175548890-175549758|Metaviridae|Metavirus|Cladosporium_1,65,OZ076405.1,Culex_laticinctus
OZ076405.1:175548890-175549758|Metaviridae|Metavirus|Cladosporium_2,91,OZ076405.1,Culex_laticinctus
OZ076405.1:175548890-175549758|Metaviridae|Metavirus|Cladosporium_3,72,OZ076405.1,Culex_laticinctus
OZ076405.1:175588697-175589338|Metaviridae|Metavirus|Cladosporium_1,23,OZ076405.1,Culex_laticinctus
OZ076405.1:175588697-175589338|Metaviridae|Metavirus|Cladosporium_2,184,OZ076405.1,Culex_laticinctus
OZ076405.1:177052298-177052735|Metaviridae|Metavirus|Cladosporium_1,146,OZ076405.1,Culex_laticinctus
OZ076405.1:177054229-177054918|Metaviridae|Metavirus|Cladosporium_1,230,OZ076405.1,Culex_laticinctus
OZ076405.1:177216175-177217020|Metaviridae|Metavirus|Cladosporium_1,26,OZ076405.1,Culex_laticinctus
OZ076405.1:177216175-177217020|Metaviridae|Metavirus|Cladosporium_2,224,OZ076405.1,Culex_laticinctus
OZ076405.1:177390888-177392342|Metaviridae|Metavirus|Cladosporium_1,39,OZ076405.1,Culex_laticinctus
OZ076405.1:177390888-177392342|Metaviridae|Metavirus|Cladosporium_2,310,OZ076405.1,Culex_laticinctus
OZ076405.1:178364426-178366573|Metaviridae|Metavirus|Cladosporium_1,694,OZ076405.1,Culex_laticinctus
OZ076405.1:178520405-178520746|Metaviridae|Metavirus|Cladosporium_1,37,OZ076405.1,Culex_laticinctus
OZ076405.1:178520405-178520746|Metaviridae|Metavirus|Cladosporium_2,72,OZ076405.1,Culex_laticinctus
OZ076405.1:180486538-180487074|Metaviridae|Metavirus|Cladosporium_1,161,OZ076405.1,Culex_laticinctus
OZ076405.1:182486426-182487133|Metaviridae|Metavirus|Cladosporium_1,236,OZ076405.1,Culex_laticinctus
OZ076405.1:182923999-182926140|Metaviridae|Metavirus|Cladosporium_1,714,OZ076405.1,Culex_laticinctus
OZ076405.1:182964583-182966486|Metaviridae|Metavirus|Cladosporium_1,96,OZ076405.1,Culex_laticinctus
OZ076405.1:182964583-182966486|Metaviridae|Metavirus|Cladosporium_2,174,OZ076405.1,Culex_laticinctus
OZ076405.1:182964583-182966486|Metaviridae|Metavirus|Cladosporium_3,315,OZ076405.1,Culex_laticinctus
OZ076405.1:183319829-183321967|Metaviridae|Metavirus|Cladosporium_1,577,OZ076405.1,Culex_laticinctus
OZ076405.1:183344235-183345647|Metaviridae|Metavirus|Cladosporium_1,471,OZ076405.1,Culex_laticinctus
OZ076405.1:183566220-183566615|Metaviridae|Metavirus|Cladosporium_1,75,OZ076405.1,Culex_laticinctus
OZ076405.1:183566220-183566615|Metaviridae|Metavirus|Cladosporium_2,36,OZ076405.1,Culex_laticinctus
OZ076405.1:186507399-186509540|Metaviridae|Metavirus|Cladosporium_1,714,OZ076405.1,Culex_laticinctus
OZ076405.1:191798895-191799107|Metaviridae|Metavirus|Cladosporium_1,46,OZ076405.1,Culex_laticinctus
OZ076405.1:191826722-191828800|Metaviridae|Metavirus|Cladosporium_1,93,OZ076405.1,Culex_laticinctus
OZ076405.1:191826722-191828800|Metaviridae|Metavirus|Cladosporium_2,329,OZ076405.1,Culex_laticinctus
OZ076405.1:191826722-191828800|Metaviridae|Metavirus|Cladosporium_3,227,OZ076405.1,Culex_laticinctus
OZ076405.1:199074711-199074977|Metaviridae|Metavirus|Cladosporium_1,89,OZ076405.1,Culex_laticinctus
OZ076405.1:201487156-201489252|Metaviridae|Metavirus|Cladosporium_1,699,OZ076405.1,Culex_laticinctus
OZ076405.1:203140017-203142176|Metaviridae|Metavirus|Cladosporium_1,444,OZ076405.1,Culex_laticinctus
OZ076405.1:203140017-203142176|Metaviridae|Metavirus|Cladosporium_2,273,OZ076405.1,Culex_laticinctus
OZ076405.1:204600576-204600803|Metaviridae|Metavirus|Cladosporium_1,76,OZ076405.1,Culex_laticinctus
OZ076405.1:206580947-206583046|Metaviridae|Metavirus|Cladosporium_1,700,OZ076405.1,Culex_laticinctus
OZ076405.1:214095794-214095976|Metaviridae|Metavirus|Cladosporium_1,61,OZ076405.1,Culex_laticinctus
OZ076405.1:217541217-217541780|Metaviridae|Metavirus|Cladosporium_1,188,OZ076405.1,Culex_laticinctus
OZ076405.1:225977707-225979500|Metaviridae|Metavirus|Cladosporium_1,598,OZ076405.1,Culex_laticinctus
OZ076405.1:235624124-235626211|Metaviridae|Metavirus|Cladosporium_1,696,OZ076405.1,Culex_laticinctus
OZ076405.1:256059951-256061894|Metaviridae|Metavirus|Cladosporium_1,648,OZ076405.1,Culex_laticinctus
OZ076405.1:260500784-260502754|Metaviridae|Metavirus|Cladosporium_1,657,OZ076405.1,Culex_laticinctus
OZ076405.1:269560257-269562227|Metaviridae|Metavirus|Cladosporium_1,657,OZ076405.1,Culex_laticinctus
OZ076405.1:299109453-299111540|Metaviridae|Metavirus|Cladosporium_1,696,OZ076405.1,Culex_laticinctus
OZ076405.1:303221998-303222183|Metaviridae|Metavirus|Cladosporium_1,62,OZ076405.1,Culex_laticinctus
OZ076405.1:307484530-307484760|Metaviridae|Metavirus|Cladosporium_1,77,OZ076405.1,Culex_laticinctus
OZ076405.1:312773321-312775348|Metaviridae|Metavirus|Cladosporium_1,676,OZ076405.1,Culex_laticinctus
OZ076405.1:321769100-321771187|Metaviridae|Metavirus|Cladosporium_1,696,OZ076405.1,Culex_laticinctus
OZ076405.1:323193623-323195710|Metaviridae|Metavirus|Cladosporium_1,696,OZ076405.1,Culex_laticinctus
OZ076405.1:327857839-327859980|Metaviridae|Metavirus|Cladosporium_1,714,OZ076405.1,Culex_laticinctus
OZ076406.1:13725218-13727464|Metaviridae|Metavirus|Cladosporium_1,676,OZ076406.1,Culex_laticinctus
OZ076406.1:21355613-21357991|Metaviridae|Metavirus|Cladosporium_1,793,OZ076406.1,Culex_laticinctus
OZ076406.1:23575428-23577569|Metaviridae|Metavirus|Cladosporium_1,714,OZ076406.1,Culex_laticinctus
OZ076406.1:28203467-28205479|Metaviridae|Metavirus|Cladosporium_1,671,OZ076406.1,Culex_laticinctus
OZ076406.1:54484140-54486299|Metaviridae|Metavirus|Cladosporium_1,720,OZ076406.1,Culex_laticinctus
OZ076406.1:84022118-84023883|Metaviridae|Metavirus|Cladosporium_1,224,OZ076406.1,Culex_laticinctus
OZ076406.1:84022118-84023883|Metaviridae|Metavirus|Cladosporium_2,295,OZ076406.1,Culex_laticinctus
OZ076406.1:100329021-100331162|Metaviridae|Metavirus|Cladosporium_1,714,OZ076406.1,Culex_laticinctus
OZ076406.1:103284553-103286700|Metaviridae|Metavirus|Cladosporium_1,694,OZ076406.1,Culex_laticinctus
OZ076406.1:104964732-104966813|Metaviridae|Metavirus|Cladosporium_1,694,OZ076406.1,Culex_laticinctus
OZ076406.1:115275910-115277925|Metaviridae|Metavirus|Cladosporium_1,653,OZ076406.1,Culex_laticinctus
OZ076406.1:116936486-116938618|Metaviridae|Metavirus|Cladosporium_1,711,OZ076406.1,Culex_laticinctus
OZ076406.1:118866477-118867088|Metaviridae|Metavirus|Cladosporium_1,95,OZ076406.1,Culex_laticinctus
OZ076406.1:119101549-119103453|Metaviridae|Metavirus|Cladosporium_1,635,OZ076406.1,Culex_laticinctus
OZ076406.1:120042889-120044913|Metaviridae|Metavirus|Cladosporium_1,436,OZ076406.1,Culex_laticinctus
OZ076406.1:120042889-120044913|Metaviridae|Metavirus|Cladosporium_2,208,OZ076406.1,Culex_laticinctus
OZ076406.1:121125485-121127440|Metaviridae|Metavirus|Cladosporium_1,652,OZ076406.1,Culex_laticinctus
OZ076406.1:122141295-122141633|Metaviridae|Metavirus|Cladosporium_1,113,OZ076406.1,Culex_laticinctus
OZ076406.1:124707119-124709200|Metaviridae|Metavirus|Cladosporium_1,694,OZ076406.1,Culex_laticinctus
OZ076406.1:125063327-125063914|Metaviridae|Metavirus|Cladosporium_1,196,OZ076406.1,Culex_laticinctus
OZ076406.1:125366170-125368251|Metaviridae|Metavirus|Cladosporium_1,694,OZ076406.1,Culex_laticinctus
OZ076406.1:127034487-127036640|Metaviridae|Metavirus|Cladosporium_1,564,OZ076406.1,Culex_laticinctus
OZ076406.1:127034487-127036640|Metaviridae|Metavirus|Cladosporium_2,130,OZ076406.1,Culex_laticinctus
OZ076406.1:128102665-128104788|Metaviridae|Metavirus|Cladosporium_1,561,OZ076406.1,Culex_laticinctus
OZ076406.1:129370927-129373305|Metaviridae|Metavirus|Cladosporium_1,793,OZ076406.1,Culex_laticinctus
OZ076406.1:129794583-129796730|Metaviridae|Metavirus|Cladosporium_1,709,OZ076406.1,Culex_laticinctus
OZ076406.1:132054782-132056446|Metaviridae|Metavirus|Cladosporium_1,555,OZ076406.1,Culex_laticinctus
OZ076406.1:132228555-132230645|Metaviridae|Metavirus|Cladosporium_1,697,OZ076406.1,Culex_laticinctus
OZ076406.1:132530750-132531418|Metaviridae|Metavirus|Cladosporium_1,223,OZ076406.1,Culex_laticinctus
OZ076406.1:132616490-132618616|Metaviridae|Metavirus|Cladosporium_1,500,OZ076406.1,Culex_laticinctus
OZ076406.1:132616490-132618616|Metaviridae|Metavirus|Cladosporium_2,187,OZ076406.1,Culex_laticinctus
OZ076406.1:133945387-133945884|Metaviridae|Metavirus|Cladosporium_1,166,OZ076406.1,Culex_laticinctus
OZ076406.1:134116033-134118129|Metaviridae|Metavirus|Cladosporium_1,699,OZ076406.1,Culex_laticinctus
OZ076406.1:134118766-134120862|Metaviridae|Metavirus|Cladosporium_1,699,OZ076406.1,Culex_laticinctus
OZ076406.1:135740577-135740864|Metaviridae|Metavirus|Cladosporium_1,96,OZ076406.1,Culex_laticinctus
OZ076406.1:135800913-135802037|Metaviridae|Metavirus|Cladosporium_1,306,OZ076406.1,Culex_laticinctus
OZ076406.1:136983243-136983647|Metaviridae|Metavirus|Cladosporium_1,135,OZ076406.1,Culex_laticinctus
OZ076406.1:137234530-137234910|Metaviridae|Metavirus|Cladosporium_1,127,OZ076406.1,Culex_laticinctus
OZ076406.1:137255796-137257796|Metaviridae|Metavirus|Cladosporium_1,317,OZ076406.1,Culex_laticinctus
OZ076406.1:137255796-137257796|Metaviridae|Metavirus|Cladosporium_2,296,OZ076406.1,Culex_laticinctus
OZ076406.1:137366287-137366932|Metaviridae|Metavirus|Cladosporium_1,124,OZ076406.1,Culex_laticinctus
OZ076406.1:137366287-137366932|Metaviridae|Metavirus|Cladosporium_2,61,OZ076406.1,Culex_laticinctus
OZ076406.1:138398371-138398883|Metaviridae|Metavirus|Cladosporium_1,171,OZ076406.1,Culex_laticinctus
OZ076406.1:138440244-138440774|Metaviridae|Metavirus|Cladosporium_1,177,OZ076406.1,Culex_laticinctus
OZ076406.1:138816527-138816898|Metaviridae|Metavirus|Cladosporium_1,64,OZ076406.1,Culex_laticinctus
OZ076406.1:139584450-139586588|Metaviridae|Metavirus|Cladosporium_1,713,OZ076406.1,Culex_laticinctus
OZ076406.1:140288089-140290104|Metaviridae|Metavirus|Cladosporium_1,582,OZ076406.1,Culex_laticinctus
OZ076406.1:140354815-140356890|Metaviridae|Metavirus|Cladosporium_1,168,OZ076406.1,Culex_laticinctus
OZ076406.1:140354815-140356890|Metaviridae|Metavirus|Cladosporium_2,514,OZ076406.1,Culex_laticinctus
OZ076406.1:140496020-140498098|Metaviridae|Metavirus|Cladosporium_1,693,OZ076406.1,Culex_laticinctus
OZ076406.1:140545820-140547895|Metaviridae|Metavirus|Cladosporium_1,692,OZ076406.1,Culex_laticinctus
OZ076406.1:140609884-140610162|Metaviridae|Metavirus|Cladosporium_1,93,OZ076406.1,Culex_laticinctus
OZ076406.1:141075053-141075613|Metaviridae|Metavirus|Cladosporium_1,187,OZ076406.1,Culex_laticinctus
OZ076406.1:142334184-142336193|Metaviridae|Metavirus|Cladosporium_1,670,OZ076406.1,Culex_laticinctus
OZ076406.1:142800228-142802090|Metaviridae|Metavirus|Cladosporium_1,621,OZ076406.1,Culex_laticinctus
OZ076406.1:142928926-142931001|Metaviridae|Metavirus|Cladosporium_1,692,OZ076406.1,Culex_laticinctus
OZ076406.1:143258912-143261065|Metaviridae|Metavirus|Cladosporium_1,284,OZ076406.1,Culex_laticinctus
OZ076406.1:143258912-143261065|Metaviridae|Metavirus|Cladosporium_2,411,OZ076406.1,Culex_laticinctus
OZ076406.1:143581047-143583062|Metaviridae|Metavirus|Cladosporium_1,672,OZ076406.1,Culex_laticinctus
OZ076406.1:144546895-144547293|Metaviridae|Metavirus|Cladosporium_1,43,OZ076406.1,Culex_laticinctus
OZ076406.1:144546895-144547293|Metaviridae|Metavirus|Cladosporium_2,76,OZ076406.1,Culex_laticinctus
OZ076406.1:145184355-145184480|Metaviridae|Metavirus|Cladosporium_1,42,OZ076406.1,Culex_laticinctus
OZ076406.1:146936682-146937731|Metaviridae|Metavirus|Cladosporium_1,279,OZ076406.1,Culex_laticinctus
OZ076406.1:146936682-146937731|Metaviridae|Metavirus|Cladosporium_2,61,OZ076406.1,Culex_laticinctus
OZ076406.1:147263879-147266035|Metaviridae|Metavirus|Cladosporium_1,719,OZ076406.1,Culex_laticinctus
OZ076406.1:147931939-147932169|Metaviridae|Metavirus|Cladosporium_1,76,OZ076406.1,Culex_laticinctus
OZ076406.1:151236436-151238463|Metaviridae|Metavirus|Cladosporium_1,185,OZ076406.1,Culex_laticinctus
OZ076406.1:151236436-151238463|Metaviridae|Metavirus|Cladosporium_2,489,OZ076406.1,Culex_laticinctus
OZ076406.1:152920785-152922425|Metaviridae|Metavirus|Cladosporium_1,547,OZ076406.1,Culex_laticinctus
OZ076406.1:155440418-155442493|Metaviridae|Metavirus|Cladosporium_1,692,OZ076406.1,Culex_laticinctus
OZ076406.1:168070787-168071068|Metaviridae|Metavirus|Cladosporium_1,94,OZ076406.1,Culex_laticinctus
OZ076406.1:170707112-170708941|Metaviridae|Metavirus|Cladosporium_1,610,OZ076406.1,Culex_laticinctus
OZ076406.1:172350851-172351549|Metaviridae|Metavirus|Cladosporium_1,95,OZ076406.1,Culex_laticinctus
OZ076406.1:172350851-172351549|Metaviridae|Metavirus|Cladosporium_2,88,OZ076406.1,Culex_laticinctus
OZ076406.1:180423455-180425596|Metaviridae|Metavirus|Cladosporium_1,714,OZ076406.1,Culex_laticinctus
OZ076406.1:187573508-187575241|Metaviridae|Metavirus|Cladosporium_1,578,OZ076406.1,Culex_laticinctus
OZ076406.1:191167745-191169841|Metaviridae|Metavirus|Cladosporium_1,699,OZ076406.1,Culex_laticinctus
OZ076406.1:197523650-197525683|Metaviridae|Metavirus|Cladosporium_1,678,OZ076406.1,Culex_laticinctus
OZ076406.1:198010072-198012081|Metaviridae|Metavirus|Cladosporium_1,670,OZ076406.1,Culex_laticinctus
OZ076406.1:202106459-202108618|Metaviridae|Metavirus|Cladosporium_1,720,OZ076406.1,Culex_laticinctus
OZ076406.1:215830407-215832548|Metaviridae|Metavirus|Cladosporium_1,714,OZ076406.1,Culex_laticinctus
OZ076406.1:225409595-225411676|Metaviridae|Metavirus|Cladosporium_1,694,OZ076406.1,Culex_laticinctus
OZ076406.1:228434114-228434509|Metaviridae|Metavirus|Cladosporium_1,132,OZ076406.1,Culex_laticinctus
OZ076406.1:238623660-238625792|Metaviridae|Metavirus|Cladosporium_1,711,OZ076406.1,Culex_laticinctus
OZ076406.1:261652280-261654433|Metaviridae|Metavirus|Cladosporium_1,718,OZ076406.1,Culex_laticinctus
OZ076406.1:262190648-262192744|Metaviridae|Metavirus|Cladosporium_1,699,OZ076406.1,Culex_laticinctus
OZ076406.1:286788088-286790163|Metaviridae|Metavirus|Cladosporium_1,692,OZ076406.1,Culex_laticinctus
OZ076406.1:291651331-291653430|Metaviridae|Metavirus|Cladosporium_1,700,OZ076406.1,Culex_laticinctus
OZ076407.1:5368006-5370147|Metaviridae|Metavirus|Cladosporium_1,714,OZ076407.1,Culex_laticinctus
OZ076407.1:45572801-45574828|Metaviridae|Metavirus|Cladosporium_1,676,OZ076407.1,Culex_laticinctus
OZ076407.1:59344227-59346323|Metaviridae|Metavirus|Cladosporium_1,699,OZ076407.1,Culex_laticinctus
OZ076407.1:60025800-60027932|Metaviridae|Metavirus|Cladosporium_1,711,OZ076407.1,Culex_laticinctus
OZ076407.1:68475021-68477108|Metaviridae|Metavirus|Cladosporium_1,696,OZ076407.1,Culex_laticinctus
OZ076407.1:69077473-69077913|Metaviridae|Metavirus|Cladosporium_1,147,OZ076407.1,Culex_laticinctus
OZ076407.1:69077961-69078089|Metaviridae|Metavirus|Cladosporium_1,42,OZ076407.1,Culex_laticinctus
OZ076407.1:73173144-73173680|Metaviridae|Metavirus|Cladosporium_1,163,OZ076407.1,Culex_laticinctus
OZ076407.1:79315749-79316006|Metaviridae|Metavirus|Cladosporium_1,86,OZ076407.1,Culex_laticinctus
OZ076407.1:80361380-80361910|Metaviridae|Metavirus|Cladosporium_1,177,OZ076407.1,Culex_laticinctus
OZ076407.1:81484043-81484255|Metaviridae|Metavirus|Cladosporium_1,46,OZ076407.1,Culex_laticinctus
OZ076407.1:91655937-91657670|Metaviridae|Metavirus|Cladosporium_1,73,OZ076407.1,Culex_laticinctus
OZ076407.1:91655937-91657670|Metaviridae|Metavirus|Cladosporium_2,245,OZ076407.1,Culex_laticinctus
OZ076407.1:91655937-91657670|Metaviridae|Metavirus|Cladosporium_3,169,OZ076407.1,Culex_laticinctus
OZ076407.1:92300664-92302679|Metaviridae|Metavirus|Cladosporium_1,672,OZ076407.1,Culex_laticinctus
OZ076407.1:92930315-92930461|Metaviridae|Metavirus|Cladosporium_1,49,OZ076407.1,Culex_laticinctus
OZ076407.1:93019843-93021996|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:93671659-93672171|Metaviridae|Metavirus|Cladosporium_1,171,OZ076407.1,Culex_laticinctus
OZ076407.1:95266806-95267351|Metaviridae|Metavirus|Cladosporium_1,61,OZ076407.1,Culex_laticinctus
OZ076407.1:95266806-95267351|Metaviridae|Metavirus|Cladosporium_2,95,OZ076407.1,Culex_laticinctus
OZ076407.1:96070263-96070433|Metaviridae|Metavirus|Cladosporium_1,57,OZ076407.1,Culex_laticinctus
OZ076407.1:96166935-96168117|Metaviridae|Metavirus|Cladosporium_1,218,OZ076407.1,Culex_laticinctus
OZ076407.1:96166935-96168117|Metaviridae|Metavirus|Cladosporium_2,99,OZ076407.1,Culex_laticinctus
OZ076407.1:100570451-100572526|Metaviridae|Metavirus|Cladosporium_1,692,OZ076407.1,Culex_laticinctus
OZ076407.1:101889623-101891719|Metaviridae|Metavirus|Cladosporium_1,699,OZ076407.1,Culex_laticinctus
OZ076407.1:102563027-102565174|Metaviridae|Metavirus|Cladosporium_1,694,OZ076407.1,Culex_laticinctus
OZ076407.1:103454736-103455032|Metaviridae|Metavirus|Cladosporium_1,40,OZ076407.1,Culex_laticinctus
OZ076407.1:104490555-104491256|Metaviridae|Metavirus|Cladosporium_1,87,OZ076407.1,Culex_laticinctus
OZ076407.1:104490555-104491256|Metaviridae|Metavirus|Cladosporium_2,56,OZ076407.1,Culex_laticinctus
OZ076407.1:104752045-104754060|Metaviridae|Metavirus|Cladosporium_1,672,OZ076407.1,Culex_laticinctus
OZ076407.1:105563292-105565445|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:105785154-105787295|Metaviridae|Metavirus|Cladosporium_1,278,OZ076407.1,Culex_laticinctus
OZ076407.1:105785154-105787295|Metaviridae|Metavirus|Cladosporium_2,408,OZ076407.1,Culex_laticinctus
OZ076407.1:107916057-107916302|Metaviridae|Metavirus|Cladosporium_1,82,OZ076407.1,Culex_laticinctus
OZ076407.1:108751413-108751607|Metaviridae|Metavirus|Cladosporium_1,32,OZ076407.1,Culex_laticinctus
OZ076407.1:108786484-108788583|Metaviridae|Metavirus|Cladosporium_1,700,OZ076407.1,Culex_laticinctus
OZ076407.1:109302873-109305032|Metaviridae|Metavirus|Cladosporium_1,720,OZ076407.1,Culex_laticinctus
OZ076407.1:109690514-109692655|Metaviridae|Metavirus|Cladosporium_1,714,OZ076407.1,Culex_laticinctus
OZ076407.1:110451955-110454108|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:110483222-110483500|Metaviridae|Metavirus|Cladosporium_1,49,OZ076407.1,Culex_laticinctus
OZ076407.1:110483222-110483500|Metaviridae|Metavirus|Cladosporium_2,37,OZ076407.1,Culex_laticinctus
OZ076407.1:112671350-112673503|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:113164280-113164939|Metaviridae|Metavirus|Cladosporium_1,220,OZ076407.1,Culex_laticinctus
OZ076407.1:124182152-124184305|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:125241373-125241789|Metaviridae|Metavirus|Cladosporium_1,130,OZ076407.1,Culex_laticinctus
OZ076407.1:125242398-125242793|Metaviridae|Metavirus|Cladosporium_1,132,OZ076407.1,Culex_laticinctus
OZ076407.1:127510801-127513056|Metaviridae|Metavirus|Cladosporium_1,752,OZ076407.1,Culex_laticinctus
OZ076407.1:136135447-136135779|Metaviridae|Metavirus|Cladosporium_1,79,OZ076407.1,Culex_laticinctus
OZ076407.1:136135447-136135779|Metaviridae|Metavirus|Cladosporium_2,32,OZ076407.1,Culex_laticinctus
OZ076407.1:144385574-144387670|Metaviridae|Metavirus|Cladosporium_1,699,OZ076407.1,Culex_laticinctus
OZ076407.1:154899851-154900525|Metaviridae|Metavirus|Cladosporium_1,225,OZ076407.1,Culex_laticinctus
OZ076407.1:157301708-157303861|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:176274019-176276046|Metaviridae|Metavirus|Cladosporium_1,676,OZ076407.1,Culex_laticinctus
OZ076407.1:185512135-185512848|Metaviridae|Metavirus|Cladosporium_1,238,OZ076407.1,Culex_laticinctus
OZ076407.1:189846426-189848579|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:189923250-189925403|Metaviridae|Metavirus|Cladosporium_1,718,OZ076407.1,Culex_laticinctus
OZ076407.1:199340207-199342354|Metaviridae|Metavirus|Cladosporium_1,694,OZ076407.1,Culex_laticinctus
CAXOVI010000056.1:8222-10339|Metaviridae|Metavirus|Cladosporium_1,212,CAXOVI010000056.1,Culex_modestus
CAXOVI010000056.1:8222-10339|Metaviridae|Metavirus|Cladosporium_2,484,CAXOVI010000056.1,Culex_modestus
CAXOVI010000121.1:482-730|Metaviridae|Metavirus|Cladosporium_1,83,CAXOVI010000121.1,Culex_modestus
CAXOVI010000137.1:28042-30123|Metaviridae|Metavirus|Cladosporium_1,694,CAXOVI010000137.1,Culex_modestus
CAXOVI010000292.1:9611-10012|Metaviridae|Metavirus|Cladosporium_1,114,CAXOVI010000292.1,Culex_modestus
CAXOVI010000606.1:47246-49423|Metaviridae|Metavirus|Cladosporium_1,726,CAXOVI010000606.1,Culex_modestus
CAXOVI010000860.1:5425-7617|Metaviridae|Metavirus|Cladosporium_1,731,CAXOVI010000860.1,Culex_modestus
OZ171994.1:7995953-7998034|Metaviridae|Metavirus|Cladosporium_1,694,OZ171994.1,Culex_modestus
OZ171994.1:11509095-11511191|Metaviridae|Metavirus|Cladosporium_1,699,OZ171994.1,Culex_modestus
OZ171994.1:13190875-13192956|Metaviridae|Metavirus|Cladosporium_1,694,OZ171994.1,Culex_modestus
OZ171994.1:20294042-20296195|Metaviridae|Metavirus|Cladosporium_1,718,OZ171994.1,Culex_modestus
